"Category","Business Impact","Recommendation","Subscription ID","Subscription Name","Resource Group","Resource Name","Type","Updated Date","Potential benefits","Potential Annual Cost Savings","Potential Cost Savings Currency","Cost implications (Preview)","Description of changes","Retirement date","Retiring feature"
"Reliability","Medium","Migrate to virtual network flow logs","2e5d2617-4127-411e-b1ff-5139b43662c6","SU036 - NCC Core Integration - Corp - Dev - 01 (2e5d2617-4127-411e-b1ff-5139b43662c6)","networkwatcherrg","nsg-snet-nci-logic-egress-dev01","Flow Log","2026-02-02T01:52:42.1833839Z","Avoid service disruption","","","No data","","9/30/2027","NSG Flow Logs"
"Reliability","Medium","Migrate to virtual network flow logs","2e5d2617-4127-411e-b1ff-5139b43662c6","SU036 - NCC Core Integration - Corp - Dev - 01 (2e5d2617-4127-411e-b1ff-5139b43662c6)","networkwatcherrg","nsg-snet-nci-enrichmentmanager-dev01","Flow Log","2026-02-02T01:52:36.2475792Z","Avoid service disruption","","","No data","","9/30/2027","NSG Flow Logs"
"Reliability","Medium","Migrate to virtual network flow logs","2e5d2617-4127-411e-b1ff-5139b43662c6","SU036 - NCC Core Integration - Corp - Dev - 01 (2e5d2617-4127-411e-b1ff-5139b43662c6)","networkwatcherrg","nsg-snet-nci-mbb-logic-egress-dev01","Flow Log","2026-02-02T01:53:45.8480949Z","Avoid service disruption","","","No data","","9/30/2027","NSG Flow Logs"
"Reliability","Medium","Migrate to virtual network flow logs","2e5d2617-4127-411e-b1ff-5139b43662c6","SU036 - NCC Core Integration - Corp - Dev - 01 (2e5d2617-4127-411e-b1ff-5139b43662c6)","networkwatcherrg","nsg-snet-nci-datafoundation-dev01","Flow Log","2026-02-02T01:56:51.9842407Z","Avoid service disruption","","","No data","","9/30/2027","NSG Flow Logs"
"Reliability","Medium","Migrate to virtual network flow logs","2e5d2617-4127-411e-b1ff-5139b43662c6","SU036 - NCC Core Integration - Corp - Dev - 01 (2e5d2617-4127-411e-b1ff-5139b43662c6)","networkwatcherrg","nsg-snet-nci-privateendpoints-ramps-dev01","Flow Log","2026-02-02T01:56:19.3095449Z","Avoid service disruption","","","No data","","9/30/2027","NSG Flow Logs"
"Reliability","Medium","Migrate to virtual network flow logs","2e5d2617-4127-411e-b1ff-5139b43662c6","SU036 - NCC Core Integration - Corp - Dev - 01 (2e5d2617-4127-411e-b1ff-5139b43662c6)","networkwatcherrg","nsg-snet-nci-mbb-dev01","Flow Log","2026-02-02T01:52:59.4428718Z","Avoid service disruption","","","No data","","9/30/2027","NSG Flow Logs"
"Reliability","Medium","Migrate to virtual network flow logs","2e5d2617-4127-411e-b1ff-5139b43662c6","SU036 - NCC Core Integration - Corp - Dev - 01 (2e5d2617-4127-411e-b1ff-5139b43662c6)","networkwatcherrg","nsg-snet-nci-ramps-logic-egress-dev01","Flow Log","2026-02-02T01:52:12.4013784Z","Avoid service disruption","","","No data","","9/30/2027","NSG Flow Logs"
"Reliability","Medium","Migrate to virtual network flow logs","2e5d2617-4127-411e-b1ff-5139b43662c6","SU036 - NCC Core Integration - Corp - Dev - 01 (2e5d2617-4127-411e-b1ff-5139b43662c6)","networkwatcherrg","nsg-snet-nci-schemavalidation-func-egress-devb01","Flow Log","2026-02-02T01:52:59.4428718Z","Avoid service disruption","","","No data","","9/30/2027","NSG Flow Logs"
"Operational excellence","High","Upgrade from network security group flow log to Virtual Network flow log","2e5d2617-4127-411e-b1ff-5139b43662c6","SU036 - NCC Core Integration - Corp - Dev - 01 (2e5d2617-4127-411e-b1ff-5139b43662c6)","networkwatcherrg","nsg-snet-nci-schemavalidation-func-egress-devb01","Flow Log","2026-02-02T01:55:00.6173768Z","Improved coverage, observability, and accuracy.","","","No data",""
"Reliability","Medium","Migrate to virtual network flow logs","2e5d2617-4127-411e-b1ff-5139b43662c6","SU036 - NCC Core Integration - Corp - Dev - 01 (2e5d2617-4127-411e-b1ff-5139b43662c6)","networkwatcherrg","nsg-snet-nci-mbb-logic-egress-devb01","Flow Log","2026-02-02T01:54:20.5505053Z","Avoid service disruption","","","No data","","9/30/2027","NSG Flow Logs"
"Reliability","Medium","Migrate to virtual network flow logs","2e5d2617-4127-411e-b1ff-5139b43662c6","SU036 - NCC Core Integration - Corp - Dev - 01 (2e5d2617-4127-411e-b1ff-5139b43662c6)","networkwatcherrg","nsg-nci-mimer-func-egress-dev01","Flow Log","2026-02-02T01:55:32.4109897Z","Avoid service disruption","","","No data","","9/30/2027","NSG Flow Logs"
"Reliability","Medium","Migrate to virtual network flow logs","2e5d2617-4127-411e-b1ff-5139b43662c6","SU036 - NCC Core Integration - Corp - Dev - 01 (2e5d2617-4127-411e-b1ff-5139b43662c6)","networkwatcherrg","nsg-snet-nci-mbb-func-egress-dev01","Flow Log","2026-02-02T01:53:20.0530152Z","Avoid service disruption","","","No data","","9/30/2027","NSG Flow Logs"
"Reliability","Medium","Migrate to virtual network flow logs","2e5d2617-4127-411e-b1ff-5139b43662c6","SU036 - NCC Core Integration - Corp - Dev - 01 (2e5d2617-4127-411e-b1ff-5139b43662c6)","networkwatcherrg","nsg-snet-nci-ramps-logic-egress-devb01","Flow Log","2026-02-02T01:52:36.2475792Z","Avoid service disruption","","","No data","","9/30/2027","NSG Flow Logs"
"Reliability","Medium","Migrate to virtual network flow logs","2e5d2617-4127-411e-b1ff-5139b43662c6","SU036 - NCC Core Integration - Corp - Dev - 01 (2e5d2617-4127-411e-b1ff-5139b43662c6)","networkwatcherrg","nsg-snet-nci-ramps-devb01","Flow Log","2026-02-02T01:56:51.9842407Z","Avoid service disruption","","","No data","","9/30/2027","NSG Flow Logs"
"Reliability","Medium","Migrate to virtual network flow logs","2e5d2617-4127-411e-b1ff-5139b43662c6","SU036 - NCC Core Integration - Corp - Dev - 01 (2e5d2617-4127-411e-b1ff-5139b43662c6)","networkwatcherrg","nsg-snet-nci-mimer-func-egress-dev01","Flow Log","2026-02-02T01:54:36.4727593Z","Avoid service disruption","","","No data","","9/30/2027","NSG Flow Logs"
"Reliability","Medium","Migrate to virtual network flow logs","2e5d2617-4127-411e-b1ff-5139b43662c6","SU036 - NCC Core Integration - Corp - Dev - 01 (2e5d2617-4127-411e-b1ff-5139b43662c6)","networkwatcherrg","nsg-snet-nci-privateendpoints-mbb-devb01","Flow Log","2026-02-02T01:56:00.4425196Z","Avoid service disruption","","","No data","","9/30/2027","NSG Flow Logs"
"Reliability","Medium","Migrate to virtual network flow logs","2e5d2617-4127-411e-b1ff-5139b43662c6","SU036 - NCC Core Integration - Corp - Dev - 01 (2e5d2617-4127-411e-b1ff-5139b43662c6)","networkwatcherrg","nsg-snet-nci-ramps-dev01","Flow Log","2026-02-02T01:56:36.5112204Z","Avoid service disruption","","","No data","","9/30/2027","NSG Flow Logs"
"Reliability","Medium","Migrate to virtual network flow logs","2e5d2617-4127-411e-b1ff-5139b43662c6","SU036 - NCC Core Integration - Corp - Dev - 01 (2e5d2617-4127-411e-b1ff-5139b43662c6)","networkwatcherrg","nsg-snet-nci-schemavalidation-func-egress-dev01","Flow Log","2026-02-02T01:52:42.1833839Z","Avoid service disruption","","","No data","","9/30/2027","NSG Flow Logs"
"Reliability","Medium","Migrate to virtual network flow logs","2e5d2617-4127-411e-b1ff-5139b43662c6","SU036 - NCC Core Integration - Corp - Dev - 01 (2e5d2617-4127-411e-b1ff-5139b43662c6)","networkwatcherrg","nsg-snet-nci-mbb-func-egress-devb01","Flow Log","2026-02-02T01:53:29.8559542Z","Avoid service disruption","","","No data","","9/30/2027","NSG Flow Logs"
"Reliability","Medium","Migrate to virtual network flow logs","2e5d2617-4127-411e-b1ff-5139b43662c6","SU036 - NCC Core Integration - Corp - Dev - 01 (2e5d2617-4127-411e-b1ff-5139b43662c6)","networkwatcherrg","nsg-prod-cmn-036-swe-snet-apim","Flow Log","2026-02-02T01:55:54.6108830Z","Avoid service disruption","","","No data","","9/30/2027","NSG Flow Logs"
"Reliability","Medium","Migrate to virtual network flow logs","2e5d2617-4127-411e-b1ff-5139b43662c6","SU036 - NCC Core Integration - Corp - Dev - 01 (2e5d2617-4127-411e-b1ff-5139b43662c6)","networkwatcherrg","nsg-snet-nci-privateendpoints-dev01","Flow Log","2026-02-02T01:55:32.4109897Z","Avoid service disruption","","","No data","","9/30/2027","NSG Flow Logs"
"Reliability","Medium","Migrate to virtual network flow logs","2e5d2617-4127-411e-b1ff-5139b43662c6","SU036 - NCC Core Integration - Corp - Dev - 01 (2e5d2617-4127-411e-b1ff-5139b43662c6)","networkwatcherrg","nsg-snet-nci-mbb-logic-egress-dev02","Flow Log","2026-02-02T01:54:04.9968913Z","Avoid service disruption","","","No data","","9/30/2027","NSG Flow Logs"
"Reliability","Medium","Migrate to virtual network flow logs","2e5d2617-4127-411e-b1ff-5139b43662c6","SU036 - NCC Core Integration - Corp - Dev - 01 (2e5d2617-4127-411e-b1ff-5139b43662c6)","networkwatcherrg","nsg-prod-cmn-036-swe-snet-defaultnetwork","Flow Log","2026-02-02T01:56:00.4425196Z","Avoid service disruption","","","No data","","9/30/2027","NSG Flow Logs"
"Reliability","Medium","Enable Soft Delete to protect your blob data","b5a82f9e-82b3-4306-bbbe-0a747eb8e7e1","SU067 - NCC Core Integration - Corp - Prod - 01 (b5a82f9e-82b3-4306-bbbe-0a747eb8e7e1)","rg-nci-mbb-jobcluster-prod","stlogicmbbjobclusterprod","Storage Account","2026-02-01T19:45:08.1890503Z","Restore blobs or snapshots after overwrite or deletion","","","No data",""
"Security","Medium","Storage account should use a private link connection","29a0b8b3-3af5-4379-aa9e-3d639b219c19","SU038 - NCC Core Integration - Corp - Test - 01 (29a0b8b3-3af5-4379-aa9e-3d639b219c19)","rg-nci-mbb-physicaladdresstype-test","stlogicmbbphyaddrtyptest","Storage Account","2026-02-01T15:08:24.7887750Z","Prevent potential security breaches","","","No data",""
